# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 4349020     
# File Date: 06/01/2026 18:30:14
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by https://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS	Extended Strong Numbers
#	WORD	Hebrew form	based on BDB, then normalised
#	TRANS	Transliteration
#	GLOSS	A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH	Part of speech / grammer
#	DEF		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs.
#
#
STRONGS	STRONGU	WORD	TRANS	GLOSS	MORPH	DEF
6390		פְּלַגָּה	pe.lag.gah	stream	H:N-F	 stream, division, river 1a) stream 1b) divisions, sections
6391		פְּלֻגָּה	pe.lug.gah	division	H:N-F	division Aramaic equivalent: <i>pe.lug.gah</i> (פְּלֻגָּה "division" <a href='/Strongs/strongs-h6392' onclick='return ABMM("/Strongs","/strongs-h6392");'>h6392</a>)
6392	in Aramaic of <a href='/Strongs/strongs-h6391' onclick='return ABMM("/Strongs","/strongs-h6391");'>h6391</a>	פְּלֻגָּה	pe.lug.gah	division	A:N-F	division, section Aramaic of <i>pe.lug.gah</i> (פְּלֻגָּה "division" <a href='/Strongs/strongs-h6391' onclick='return ABMM("/Strongs","/strongs-h6391");'>h6391</a>)
6393		פְּלָדָה	pe.la.dah	iron	H:N-F	iron, steel
6394		פִּלְדָּשׁ	pil.dash	Pildash	N:N-M-P	A man living at the time of the Patriarchs, only mentioned at Gen.22.22; son of: Nahor (<a href='/Strongs/strongs-h5152H' onclick='return ABMM("/Strongs","/strongs-h5152H");'>h5152H</a>) and Milcah (<a href='/Strongs/strongs-h4435' onclick='return ABMM("/Strongs","/strongs-h4435");'>h4435</a>); brother of: Uz (<a href='/Strongs/strongs-h5780H' onclick='return ABMM("/Strongs","/strongs-h5780H");'>h5780H</a>), Buz (<a href='/Strongs/strongs-h938' onclick='return ABMM("/Strongs","/strongs-h938");'>h938</a>), Kemuel (<a href='/Strongs/strongs-h7055' onclick='return ABMM("/Strongs","/strongs-h7055");'>h7055</a>), Chesed (<a href='/Strongs/strongs-h3777' onclick='return ABMM("/Strongs","/strongs-h3777");'>h3777</a>), Hazo (<a href='/Strongs/strongs-h2375' onclick='return ABMM("/Strongs","/strongs-h2375");'>h2375</a>), Jidlaph (<a href='/Strongs/strongs-h3044' onclick='return ABMM("/Strongs","/strongs-h3044");'>h3044</a>) and Bethuel (<a href='/Strongs/strongs-h1328A' onclick='return ABMM("/Strongs","/strongs-h1328A");'>h1328A</a>); half-brother of: Tebah (<a href='/Strongs/strongs-h2875' onclick='return ABMM("/Strongs","/strongs-h2875");'>h2875</a>), Gaham (<a href='/Strongs/strongs-h1514' onclick='return ABMM("/Strongs","/strongs-h1514");'>h1514</a>), Tahash (<a href='/Strongs/strongs-h8477' onclick='return ABMM("/Strongs","/strongs-h8477");'>h8477</a>) and Maacah (<a href='/Strongs/strongs-h4601' onclick='return ABMM("/Strongs","/strongs-h4601");'>h4601</a>) § Pildash = "flame of fire" one of the 8 sons of Nahor, the brother of Abraham, by Milcah his wife or niece
6395		פָּלָה	pa.lah	be distinguished	H:V	 to be distinct, marked out, be separated, be distinguished 1a) (Niphal) 1a1) to be distinct, be separated, be distinguished 1a2) to be wonderful 1b) (Hiphil) to make separate, set apart
6396		פַּלּוּא	pal.lu	Pallu	N:N-M-P	A man of the tribe of Reuben living at the time of Egypt and Wilderness, first mentioned at Gen.46.9; son of: Reuben (<a href='/Strongs/strongs-h7205' onclick='return ABMM("/Strongs","/strongs-h7205");'>h7205</a>); brother of: Hanoch (<a href='/Strongs/strongs-h2585J' onclick='return ABMM("/Strongs","/strongs-h2585J");'>h2585J</a>), Hezron (<a href='/Strongs/strongs-h2696' onclick='return ABMM("/Strongs","/strongs-h2696");'>h2696</a>) and Carmi (<a href='/Strongs/strongs-h3756' onclick='return ABMM("/Strongs","/strongs-h3756");'>h3756</a>); father of: Eliab (<a href='/Strongs/strongs-h446H' onclick='return ABMM("/Strongs","/strongs-h446H");'>h446H</a>) Also named: <i>pal.lu.i</i> (פַּלֻּאִי "Palluite" <a href='/Strongs/strongs-h6384' onclick='return ABMM("/Strongs","/strongs-h6384");'>h6384</a>) § Pallu or Phallu = "distinguished" the 2nd son of Reuben, father of Eliab, and progenitor of a family of Israel
6397		פְּלוֹנִי	pe.lo.ni	Pelonite	N:N--LG	Someone descended from Pelon or Palet, first mentioned at 2Sa.23.26; also called Paltite at 2Sa.23.26; Also named: <i>pal.ti</i> (פַּלְטִי "Paltite" <a href='/Strongs/strongs-h6407' onclick='return ABMM("/Strongs","/strongs-h6407");'>h6407</a>) § Pelonite = "a certain one" the inhabitants of a presently unknown place
6398		פָּלַח	pa.lach	to cleave	H:V	 to cleave, slice 1a) (Qal) to cleave, plow 1b) (Piel) 1b1) to cleave open or through 1b2) to cause to cleave open 1b3) to slice, pierce
6399		פְּלַח	pe.lach	to serve	A:V	 to serve, worship, revere, minister for, pay reverence to 1a) (P'al) 1a1) to pay reverence to 1a2) to serve
6400		פֶּ֫לַח	pe.lach	millstone	H:N-F	 cleavage, mill-stone, cut, slice, part cut off 1a) mill-stone 1b) cleavage, slice
6401		פִּלְחָא	pil.ach	Pilha	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.10.24 § Pileha = "slicing" a chief of the people who sealed the covenant with Nehemiah
6402		פׇּלְחָן	pol.chan	service	A:N-M	service, worship
6403		פָּלַט	pa.lat	to escape	H:V	 to escape, save, deliver, slip away 1a) (Qal) to escape 1b) (Piel) 1b1) to bring into security, deliver 1b2) to cause to escape, cast forth 1b3) to be delivered 1b4) to slip away 1c) (Hiphil) to bring into security, bring to safety
6404G		פֶּ֫לֶט	pe.let	Pelet	N:N-M-P	A man of the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.2.47; son of Caleb (<a href='/Strongs/strongs-h3612H' onclick='return ABMM("/Strongs","/strongs-h3612H");'>h3612H</a>) and Jahdai (<a href='/Strongs/strongs-h3056' onclick='return ABMM("/Strongs","/strongs-h3056");'>h3056</a>); brother of: Regem (<a href='/Strongs/strongs-h7276' onclick='return ABMM("/Strongs","/strongs-h7276");'>h7276</a>), Jotham (<a href='/Strongs/strongs-h3147I' onclick='return ABMM("/Strongs","/strongs-h3147I");'>h3147I</a>), Geshan (<a href='/Strongs/strongs-h1529' onclick='return ABMM("/Strongs","/strongs-h1529");'>h1529</a>), Ephah (<a href='/Strongs/strongs-h5891I' onclick='return ABMM("/Strongs","/strongs-h5891I");'>h5891I</a>) and Shaaph (<a href='/Strongs/strongs-h8174' onclick='return ABMM("/Strongs","/strongs-h8174");'>h8174</a>) § Pelet = "deliverance" 1) son of Jahdai and a descendant of Caleb 2) son of Azmaveth and one of David's mighty warriors who joined him at Ziklag
6404H		פֶּ֫לֶט	pe.let	Pelet	N:N-M-P	A man living at the time of Divided Monarchy, only mentioned at 1Ch.12.3; son of: Azmaveth (<a href='/Strongs/strongs-h5820I' onclick='return ABMM("/Strongs","/strongs-h5820I");'>h5820I</a>); brother of: Jeziel (<a href='/Strongs/strongs-h3149' onclick='return ABMM("/Strongs","/strongs-h3149");'>h3149</a>) § Pelet = "deliverance" 1) son of Jahdai and a descendant of Caleb 2) son of Azmaveth and one of David's mighty warriors who joined him at Ziklag
6405		פַּלֵּט	pal.let	deliverance	H:N-M	deliverance, escape
6406G		פַּלְטִי	pal.ti	Palti	N:N-M-P	A man living at the time of Egypt and Wilderness, only mentioned at Num.13.9; son of: Raphu (<a href='/Strongs/strongs-h7505' onclick='return ABMM("/Strongs","/strongs-h7505");'>h7505</a>) § Palti or Phalti = "my deliverance" 1) son of Raphu, the spy chosen from the tribe of Benjamin 2) son of Laish, the man to whom king Saul gave his daughter Michal in marriage even though she was already married to David
6406H		פַּלְטִי	pal.ti	Palti	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 1Sa.25.44; son of: Laish (<a href='/Strongs/strongs-h3889' onclick='return ABMM("/Strongs","/strongs-h3889");'>h3889</a>); married to Michal (<a href='/Strongs/strongs-h4324' onclick='return ABMM("/Strongs","/strongs-h4324");'>h4324</a>); also called Paltiel at 2Sa.3.15; Also named: <i>pal.ti.el</i> (פַּלְטִיאֵל "Paltiel" <a href='/Strongs/strongs-h6409H' onclick='return ABMM("/Strongs","/strongs-h6409H");'>h6409H</a>) § Palti or Phalti = "my deliverance" 1) son of Raphu, the spy chosen from the tribe of Benjamin 2) son of Laish, the man to whom king Saul gave his daughter Michal in marriage even though she was already married to David
6407	a group of <a href='/Strongs/strongs-h6397' onclick='return ABMM("/Strongs","/strongs-h6397");'>h6397</a>	פַּלְטִי	pal.ti	Paltite	N:N--PG	Someone descended from Pelon or Palet, first mentioned at 2Sa.23.26; also called Paltite at 2Sa.23.26; Group of <i>pe.lo.ni</i> (פְּלוֹנִי "Pelonite" <a href='/Strongs/strongs-h6397' onclick='return ABMM("/Strongs","/strongs-h6397");'>h6397</a>) § Paltite = "escape" a descendant of Palti or an inhabitant of Beth-palet
6408		פִּלְטָ֑י	pil.tay	Piltai	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.12.17 § Piltai = "my deliverances" a priest, representative of the priestly house of Moadiah; an exile who returned with Zerubbabel
6409G		פַּלְטִיאֵל	pal.ti.el	Paltiel	N:N-M-P	A man living at the time of Egypt and Wilderness, only mentioned at Num.34.26; son of: Azzan (<a href='/Strongs/strongs-h5821' onclick='return ABMM("/Strongs","/strongs-h5821");'>h5821</a>) § Paltiel or Phaltiel = "God delivers" 1) son of Azzan and prince of the tribe of Issachar appointed as one of the 12 to apportion the land of Canaan 2) son of Laish of Gallim to whom Saul gave Michal in marriage after his mad jealousy had driven David forth as an outlaw
6409H	a Name of <a href='/Strongs/strongs-h6406H' onclick='return ABMM("/Strongs","/strongs-h6406H");'>h6406H</a>	פַּלְטִיאֵל	pal.ti.el	Paltiel	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 1Sa.25.44; son of: Laish (<a href='/Strongs/strongs-h3889' onclick='return ABMM("/Strongs","/strongs-h3889");'>h3889</a>); married to Michal (<a href='/Strongs/strongs-h4324' onclick='return ABMM("/Strongs","/strongs-h4324");'>h4324</a>); also called Paltiel at 2Sa.3.15; Another name of <i>pal.ti</i> (פַּלְטִי "Palti" <a href='/Strongs/strongs-h6406H' onclick='return ABMM("/Strongs","/strongs-h6406H");'>h6406H</a>) § Paltiel or Phaltiel = "God delivers" 1) son of Azzan and prince of the tribe of Issachar appointed as one of the 12 to apportion the land of Canaan 2) son of Laish of Gallim to whom Saul gave Michal in marriage after his mad jealousy had driven David forth as an outlaw
6410G		פְּלַטְיָ֫הוּ	pe.lat.yah	Pelatiah	N:N-M-P	A man of the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.3.21; son of: Hananiah (<a href='/Strongs/strongs-h2608L' onclick='return ABMM("/Strongs","/strongs-h2608L");'>h2608L</a>); brother of: Jeshaiah (<a href='/Strongs/strongs-h3470B' onclick='return ABMM("/Strongs","/strongs-h3470B");'>h3470B</a>), Rephaiah (<a href='/Strongs/strongs-h7509' onclick='return ABMM("/Strongs","/strongs-h7509");'>h7509</a>), Arnan (<a href='/Strongs/strongs-h770' onclick='return ABMM("/Strongs","/strongs-h770");'>h770</a>), Obadiah (<a href='/Strongs/strongs-h5662H' onclick='return ABMM("/Strongs","/strongs-h5662H");'>h5662H</a>) and Shecaniah (<a href='/Strongs/strongs-h7935' onclick='return ABMM("/Strongs","/strongs-h7935");'>h7935</a>) § Pelatiah = "Jehovah delivers" 1) son of Hananiah and grandson of Zerubbabel 2) a Simeonite in the days of king Hezekiah of Judah who was one of the captains of 500 men who defeated the Amalekites who had escaped 3) one of the heads of the people who sealed the covenant with Nehemiah 4) son of Benaiah and one of the princes of the people against whom Ezekiel was ordered to prophesy doom
6410H		פְּלַטְיָ֫הוּ	pe.lat.yah	Pelatiah	N:N-M-P	A man of the tribe of Simeon living at the time of Divided Monarchy, only mentioned at 1Ch.4.42; son of: Ishi (<a href='/Strongs/strongs-h3469I' onclick='return ABMM("/Strongs","/strongs-h3469I");'>h3469I</a>); brother of: Neariah (<a href='/Strongs/strongs-h5294H' onclick='return ABMM("/Strongs","/strongs-h5294H");'>h5294H</a>), Rephaiah (<a href='/Strongs/strongs-h7509H' onclick='return ABMM("/Strongs","/strongs-h7509H");'>h7509H</a>) and Uzziel (<a href='/Strongs/strongs-h5816H' onclick='return ABMM("/Strongs","/strongs-h5816H");'>h5816H</a>) § Pelatiah = "Jehovah delivers" 1) son of Hananiah and grandson of Zerubbabel 2) a Simeonite in the days of king Hezekiah of Judah who was one of the captains of 500 men who defeated the Amalekites who had escaped 3) one of the heads of the people who sealed the covenant with Nehemiah 4) son of Benaiah and one of the princes of the people against whom Ezekiel was ordered to prophesy doom
6410I		פְּלַטְיָ֫הוּ	pe.lat.yah	Pelatiah	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.10.22 § Pelatiah = "Jehovah delivers" 1) son of Hananiah and grandson of Zerubbabel 2) a Simeonite in the days of king Hezekiah of Judah who was one of the captains of 500 men who defeated the Amalekites who had escaped 3) one of the heads of the people who sealed the covenant with Nehemiah 4) son of Benaiah and one of the princes of the people against whom Ezekiel was ordered to prophesy doom
6410J		פְּלַטְיָ֫הוּ	pe.lat.yah	Pelatiah	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Ezk.11.1; son of: Benaiah (<a href='/Strongs/strongs-h1141R' onclick='return ABMM("/Strongs","/strongs-h1141R");'>h1141R</a>) § Pelatiah = "Jehovah delivers" 1) son of Hananiah and grandson of Zerubbabel 2) a Simeonite in the days of king Hezekiah of Judah who was one of the captains of 500 men who defeated the Amalekites who had escaped 3) one of the heads of the people who sealed the covenant with Nehemiah 4) son of Benaiah and one of the princes of the people against whom Ezekiel was ordered to prophesy doom
6411A		פְּלָאיָה	pe.la.yah	Pelaiah	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Neh.8.7 § Pelaiah = "Jehovah does wonders" 1) son of Elioenai and a descendant of David in the royal line 2) a priest who helped Ezra to expound the law to the people and also sealed the covenant with Nehemiah
6411B		פְּלָיָה	pe.la.yah	Pelaiah	N:N-M-P	A man of the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.3.24; son of: Elioenai (<a href='/Strongs/strongs-h454B' onclick='return ABMM("/Strongs","/strongs-h454B");'>h454B</a>); brother of: Hodaviah (<a href='/Strongs/strongs-h1938' onclick='return ABMM("/Strongs","/strongs-h1938");'>h1938</a>), Eliashib (<a href='/Strongs/strongs-h475' onclick='return ABMM("/Strongs","/strongs-h475");'>h475</a>), Akkub (<a href='/Strongs/strongs-h6126' onclick='return ABMM("/Strongs","/strongs-h6126");'>h6126</a>), Johanan (<a href='/Strongs/strongs-h3110I' onclick='return ABMM("/Strongs","/strongs-h3110I");'>h3110I</a>), Delaiah (<a href='/Strongs/strongs-h1806' onclick='return ABMM("/Strongs","/strongs-h1806");'>h1806</a>) and Anani (<a href='/Strongs/strongs-h6054' onclick='return ABMM("/Strongs","/strongs-h6054");'>h6054</a>) § Pelaiah = "Jehovah does wonders" 1) son of Elioenai and a descendant of David in the royal line 2) a priest who helped Ezra to expound the law to the people and also sealed the covenant with Nehemiah
6412A		פָּלִיט	pa.lit	survivor	H:N-M	refugee, fugitive, escaped one Also means: <i>pa.let</i> (פָּלֵיט "survivor" <a href='/Strongs/strongs-h6412B' onclick='return ABMM("/Strongs","/strongs-h6412B");'>h6412B</a>)
6412B	a Spelling of <a href='/Strongs/strongs-h6412A' onclick='return ABMM("/Strongs","/strongs-h6412A");'>h6412A</a>	פָּלֵיט	pa.let	survivor	H:N-M	refugee, fugitive, escaped one Another spelling of <i>pa.lit</i> (פָּלִיט "survivor" <a href='/Strongs/strongs-h6412A' onclick='return ABMM("/Strongs","/strongs-h6412A");'>h6412A</a>)
6413		פְּלֵיטָה	pe.le.tah	survivor	H:N-F	 escape, deliverance 1a) escape, deliverance 1b) escaped remnant
6414		פָּלִיל	pa.lil	judge	H:N-M	judge, assessment, estimate
6415		פְּלִילָה	pe.li.lah	judge	H:N-F	1) office of judge or umpire 2) (CLBL) judgment, decision
6416		פְּלִילִי	pe.li.li	judge	H:A	for a judge, calling for judgment, judicial, assessable, criminal
6417		פְּלִילִיָּה	pe.li.liy.yah	judgment	H:N-F	the giving a decision, pronouncement of judgment, reasoning
6418		פֶּ֫לֶךְ	pe.lekh	district	H:N-M	 whirl of spindle, stick, district 1a) whirl of spindle, stick 1b) district, circuit
6419		פָּלַל	pa.lal	to pray	H:V	 to intervene, interpose, pray 1a) (Piel) to mediate, judge 1b)(Hithpael) 1b1) to intercede 1b2) to pray
6420		פָּלָל	pa.lal	Palal	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.3.25; son of: Uzai (<a href='/Strongs/strongs-h186' onclick='return ABMM("/Strongs","/strongs-h186");'>h186</a>) § Palal = "judge" son of Uzai and one who assisted in restoring the walls of Jerusalem in the time of Nehemiah
6421		פְּלַלְיָה	pe.lal.yah	Pelaliah	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.11.12; son of: Amzi (<a href='/Strongs/strongs-h557H' onclick='return ABMM("/Strongs","/strongs-h557H");'>h557H</a>); father of: Jeroham (<a href='/Strongs/strongs-h3395J' onclick='return ABMM("/Strongs","/strongs-h3395J");'>h3395J</a>) § Pelaliah = "Jehovah has judged" son of Amzi and ancestor of Adaiah the priest in the time of Nehemiah
6422	a Spelling of <a href='/Strongs/strongs-h6423' onclick='return ABMM("/Strongs","/strongs-h6423");'>h6423</a>	פַּלְמוֹנִי	pal.mo.ni	certain	H:IndP	a certain one Another spelling of <i>pe.lo.ni</i> (פְּלֹנִי "someone" <a href='/Strongs/strongs-h6423' onclick='return ABMM("/Strongs","/strongs-h6423");'>h6423</a>)
6423		פְּלֹנִי	pe.lo.ni	someone	H:N	a certain one Also means: <i>pal.mo.ni</i> (פַּלְמוֹנִי "certain" <a href='/Strongs/strongs-h6422' onclick='return ABMM("/Strongs","/strongs-h6422");'>h6422</a>)
6424		פָּלַס	pa.las	to envy	H:V	 (Piel) to weigh, make level, balance 1a) to weigh out 1b) to make level or smooth
6425		פֶּ֫לֶס	pe.les	balance	H:N-M	balance, scale
6426		פָּלַץ	pa.lats	to shudder	H:V	(Hithpael) to shudder, tremble
6427		פַּלָּצוּת	pal.la.tsut	shuddering	H:N-F	shuddering, trembling
6428		פָּלַשׁ	pa.lash	to wallow	H:V	 to roll 1a) (Hithpael) to roll in ashes or dust (as an act of mourning)
6429		פְּלֶ֫שֶׁת	pe.le.shet	Philistia	N:N--L	Philistia = "land of sojourners" the general territory on the west coast of Canaan or the entire country of Palestine Also named: <i>pe.lish.ti</i> (פְּלִשְׁתִּי "Philistine" <a href='/Strongs/strongs-h6430G' onclick='return ABMM("/Strongs","/strongs-h6430G");'>h6430G</a>)
6430G	a Spelling of <a href='/Strongs/strongs-h6429' onclick='return ABMM("/Strongs","/strongs-h6429");'>h6429</a>	פְּלִשְׁתִּי	pe.lish.ti	Philistine	N:N--LG	Philistine = "immigrants" an inhabitant of Philistia; descendants of Mizraim who immigrated from Caphtor (Crete?) to the western seacoast of Canaan Another spelling of <i>pe.le.shet</i> (פְּלֶ֫שֶׁת "Philistia" <a href='/Strongs/strongs-h6429' onclick='return ABMM("/Strongs","/strongs-h6429");'>h6429</a>)
6430H		פְּלִשְׁתִּי	pe.lish.ti	Philistine	N:N-M-P	A Philistine living at the time of the Patriarchs, first mentioned at Gen.10.14; son of: Casluhim (<a href='/Strongs/strongs-h3695' onclick='return ABMM("/Strongs","/strongs-h3695");'>h3695</a>) § Philistine = "immigrants" an inhabitant of Philistia; descendants of Mizraim who immigrated from Caphtor (Crete?) to the western seacoast of Canaan
6430I	a Name of <a href='/Strongs/strongs-h1419J' onclick='return ABMM("/Strongs","/strongs-h1419J");'>h1419J</a>	פְּלִשְׁתִּי	pe.lish.ti	(Sea of the) Philistines	N:N--LG	Philistine = "immigrants" an inhabitant of Philistia; descendants of Mizraim who immigrated from Caphtor (Crete?) to the western seacoast of Canaan Another name of <i>ga.dol</i> (גָּדוֹל "Great(Sea)" <a href='/Strongs/strongs-h1419J' onclick='return ABMM("/Strongs","/strongs-h1419J");'>h1419J</a>)
6431G		פֶּ֫לֶת	pe.let	Peleth	N:N-M-P	A man living at the time of Egypt and Wilderness, only mentioned at Num.16.1; father of: On (<a href='/Strongs/strongs-h203' onclick='return ABMM("/Strongs","/strongs-h203");'>h203</a>) § Peleth = "swiftness" 1) a Reubenite, father of On who rebelled with Dathan and Abiram in the days of the wilderness wanderings 2) son of Jonathan and a descendant of Jerahmeel of Judah
6431H		פֶּ֫לֶת	pe.let	Peleth	N:N-M-P	A man of the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.2.33; son of: Jonathan (<a href='/Strongs/strongs-h3129' onclick='return ABMM("/Strongs","/strongs-h3129");'>h3129</a>); brother of: Zaza (<a href='/Strongs/strongs-h2117' onclick='return ABMM("/Strongs","/strongs-h2117");'>h2117</a>) § Peleth = "swiftness" 1) a Reubenite, father of On who rebelled with Dathan and Abiram in the days of the wilderness wanderings 2) son of Jonathan and a descendant of Jerahmeel of Judah
6432		פְּלֵתִי	pe.le.ti	Pelethite	N:N--TG	Someone descended from Pelath, first mentioned at 2Sa.8.18 § Pelethites = "couriers" a collective name for the guardsmen of David 1a) probably descendants of an unknown person, perhaps Philistine mercenaries
6433	in Aramaic of <a href='/Strongs/strongs-h6310G' onclick='return ABMM("/Strongs","/strongs-h6310G");'>h6310G</a>	פֻּם	pum	mouth	A:N-M	mouth Aramaic of <i>peh</i> (פֶּה ": lip" <a href='/Strongs/strongs-h6310' onclick='return ABMM("/Strongs","/strongs-h6310");'>h6310</a>)
6434	a Spelling of <a href='/Strongs/strongs-h6438G' onclick='return ABMM("/Strongs","/strongs-h6438G");'>h6438G</a>	פֵּן	pen	Corner	H:N-M	 corner 1a) corner (of square objects) 1b) corner (of ruler or chief-fig.) Name of a gate (<a href='/Strongs/strongs-h6438' onclick='return ABMM("/Strongs","/strongs-h6438");'>h6438</a>)
6435		פֶּן־	pen	lest	H:Conj	conj 1) lest, not, beware lest adv 2) lest
6436		פַּנַּג	pan.nag	cake	H:N-M	 Pannag-an edible food, perhaps pastry 1a) meaning uncertain
6437G		פָּנָה	pa.nah	to turn	H:V	 to turn 1a) (Qal) 1a1) to turn toward or from or away 1a2) to turn and do 1a3) to turn, decline (of day) 1a4) to turn toward, approach (of evening) 1a5) to turn and look, look, look back or at or after or for 1b) (Piel) to turn away, put out of the way, make clear, clear away 1c) (Hiphil) 1c1) to turn 1c2) to make a turn, show signs of turning, turn back 1d) (Hophal) to be turned back
6437H	a Spelling of <a href='/Strongs/strongs-h6438G' onclick='return ABMM("/Strongs","/strongs-h6438G");'>h6438G</a>	פָּנָה	pa.nah	Corner (Gate)	H:V	This name means corner, to turn, to turn back Another spelling of <i>pin.nah</i> (פִּנָּה "Corner(Gate)" <a href='/Strongs/strongs-h6438' onclick='return ABMM("/Strongs","/strongs-h6438");'>h6438</a>)
6438G		פִּנָּה	pin.nah	Corner (Gate)	H:N-F	This name means corner, to turn, to turn back
6438H		פִּנָּה	pin.nah	corner	H:N-F	 corner 1a) corner (of square objects) 1b) corner (of ruler or chief-fig.) Also means: <i>pen</i> (פֵּן "Corner" <a href='/Strongs/strongs-h6434' onclick='return ABMM("/Strongs","/strongs-h6434");'>h6434</a>)
6439G		פְּנוּאֵל	pe.nu.el	Peniel	N:N--L	§ Penuel or Peniel = "facing God" the place named by Jacob when he wrestled with God and located on the north bank of the Jabbok close to the Jordan
6439H		פְּנוּאֵל	pe.nu.el	Penuel	N:N-M-P	A man of the tribe of Judah living at the time of Egypt and Wilderness, only mentioned at 1Ch.4.4; son of: Hur (<a href='/Strongs/strongs-h2354' onclick='return ABMM("/Strongs","/strongs-h2354");'>h2354</a>); brother of: Uri (<a href='/Strongs/strongs-h221' onclick='return ABMM("/Strongs","/strongs-h221");'>h221</a>), Shobal (<a href='/Strongs/strongs-h7732H' onclick='return ABMM("/Strongs","/strongs-h7732H");'>h7732H</a>), Salma (<a href='/Strongs/strongs-h8007H' onclick='return ABMM("/Strongs","/strongs-h8007H");'>h8007H</a>), Hareph (<a href='/Strongs/strongs-h2780' onclick='return ABMM("/Strongs","/strongs-h2780");'>h2780</a>), Jezreel (<a href='/Strongs/strongs-h3157J' onclick='return ABMM("/Strongs","/strongs-h3157J");'>h3157J</a>), Ishma (<a href='/Strongs/strongs-h3457' onclick='return ABMM("/Strongs","/strongs-h3457");'>h3457</a>), Idbash (<a href='/Strongs/strongs-h3031' onclick='return ABMM("/Strongs","/strongs-h3031");'>h3031</a>), Hazzelelponi (<a href='/Strongs/strongs-h6753' onclick='return ABMM("/Strongs","/strongs-h6753");'>h6753</a>) and Ezer (<a href='/Strongs/strongs-h5829' onclick='return ABMM("/Strongs","/strongs-h5829");'>h5829</a>) § Penuel or Peniel = "facing God" 1) a Benjamite, son of Shashak, brother of Iphedeiah of the family of Saul 2) son of Hur, father of Gedor, and a descendant of Judah 3) the place named by Jacob when he wrestled with God and located on the north bank of the Jabbok close to the Jordan
